# These isoelasticity lines were interpolated from a volume-deformation
# look-up table which was extracted from FEM data and complemented with
# analytical data (https://doi.org/10.6084/m9.figshare.12155064.v4 with
# scripts/fem2iso_volume.py). An equivalent channel radius for a square
# channel (factor of 1.094) is used in the 2D axis-symmetric model (see
# also supplement S3 in https://doi.org/10.1016/j.bpj.2015.09.006). The
# improved look-up table (with polynomial extrapolation of isoelastics)
# as introduced in dclab 0.46.0 was used here.
#
# BEGIN METADATA
# {
#   "authors": "D. Mokbel, M. Mokbel, L.D. Wittwer, S. Aland",
#   "channel_width": 20.0,
#   "channel_width_unit": "um",
#   "commit_hash": "43f37eaa",
#   "date": "2019-11-13",
#   "dimensionality": "2Daxis",
#   "flow_rate": 0.04,
#   "flow_rate_unit": "uL/s",
#   "fluid_density": 1000.0,
#   "fluid_density_unit": "kg m^-3",
#   "fluid_viscosity": 15.0,
#   "fluid_viscosity_unit": "mPa s",
#   "lut identifier": "LE-2D-FEM-19",
#   "method": "FEM",
#   "model": "linear elastic",
#   "publication": "https://doi.org/10.1021/acsbiomaterials.6b00558",
#   "software": "custom C++ code",
#   "solid_density": 1000.0,
#   "solid_density_unit": "kg m^-3",
#   "summary": "2D-axis-symmetric FEM simulation with a linear elastic model"
# }
# END METADATA
#
# volume [um^3]	deform	emodulus [kPa]
7.89463e+02	1.60978e-01	1.34000e+00
7.91132e+02	1.61734e-01	1.34000e+00
7.92560e+02	1.62490e-01	1.34000e+00
7.94008e+02	1.63246e-01	1.34000e+00
1.61559e+02	1.79364e-02	1.60000e+00
1.73482e+02	1.88571e-02	1.60000e+00
1.83297e+02	1.96131e-02	1.60000e+00
1.92758e+02	2.03691e-02	1.60000e+00
2.01765e+02	2.11250e-02	1.60000e+00
2.11430e+02	2.18810e-02	1.60000e+00
2.20900e+02	2.26370e-02	1.60000e+00
2.29732e+02	2.32976e-02	1.60000e+00
2.40298e+02	2.41489e-02	1.60000e+00
2.50726e+02	2.49049e-02	1.60000e+00
2.59485e+02	2.56608e-02	1.60000e+00
2.68657e+02	2.64168e-02	1.60000e+00
2.77925e+02	2.71728e-02	1.60000e+00
2.87369e+02	2.79287e-02	1.60000e+00
2.96774e+02	2.86847e-02	1.60000e+00
3.06463e+02	2.94407e-02	1.60000e+00
3.15950e+02	3.01966e-02	1.60000e+00
3.25175e+02	3.09444e-02	1.60000e+00
3.34758e+02	3.17085e-02	1.60000e+00
3.44099e+02	3.24645e-02	1.60000e+00
3.52444e+02	3.31355e-02	1.60000e+00
3.62983e+02	3.39764e-02	1.60000e+00
3.70829e+02	3.47324e-02	1.60000e+00
3.79448e+02	3.54884e-02	1.60000e+00
3.88546e+02	3.62443e-02	1.60000e+00
3.97686e+02	3.70003e-02	1.60000e+00
4.06768e+02	3.77563e-02	1.60000e+00
4.15616e+02	3.85122e-02	1.60000e+00
4.24487e+02	3.92682e-02	1.60000e+00
4.32972e+02	4.00242e-02	1.60000e+00
4.42227e+02	4.07801e-02	1.60000e+00
4.50945e+02	4.15361e-02	1.60000e+00
4.59405e+02	4.22921e-02	1.60000e+00
4.67820e+02	4.30480e-02	1.60000e+00
4.75156e+02	4.37118e-02	1.60000e+00
4.84189e+02	4.45599e-02	1.60000e+00
4.92088e+02	4.53159e-02	1.60000e+00
4.99972e+02	4.60719e-02	1.60000e+00
5.07920e+02	4.68278e-02	1.60000e+00
5.15590e+02	4.75838e-02	1.60000e+00
5.23051e+02	4.83398e-02	1.60000e+00
