# These isoelasticity lines were interpolated from a volume-deformation
# look-up table which was extracted from FEM data and complemented with
# analytical data (https://doi.org/10.6084/m9.figshare.12155064.v3 with
# scripts/fem2iso_volume.py). An equivalent channel radius for a square
# channel (factor of 1.094) is used in the 2D axis-symmetric model (see
# also supplement S3 in https://doi.org/10.1016/j.bpj.2015.09.006).
#
# BEGIN METADATA
# {
#   "authors": "D. Mokbel, M. Mokbel, L.D. Wittwer, S. Aland",
#   "channel_width": 20.0,
#   "channel_width_unit": "um",
#   "commit_hash": "43f37eaa",
#   "date": "2019-11-13",
#   "dimensionality": "2Daxis",
#   "flow_rate": 0.04,
#   "flow_rate_unit": "uL/s",
#   "fluid_density": 1000.0,
#   "fluid_density_unit": "kg m^-3",
#   "fluid_viscosity": 15.0,
#   "fluid_viscosity_unit": "mPa s",
#   "lut identifier": "LE-2D-FEM-19",
#   "method": "FEM",
#   "model": "linear elastic",
#   "publication": "https://doi.org/10.1021/acsbiomaterials.6b00558",
#   "software": "custom C++ code",
#   "solid_density": 1000.0,
#   "solid_density_unit": "kg m^-3",
#   "summary": "2D-axis-symmetric FEM simulation with a linear elastic model"
# }
# END METADATA
#
# volume [um^3]	deform	emodulus [kPa]
6.35417e+02	3.76224e-02	1.94000e+00
6.50105e+02	3.85858e-02	1.94000e+00
6.65217e+02	3.95492e-02	1.94000e+00
6.80887e+02	4.05126e-02	1.94000e+00
6.94923e+02	4.14760e-02	1.94000e+00
7.10097e+02	4.25006e-02	1.94000e+00
7.25327e+02	4.34866e-02	1.94000e+00
7.40557e+02	4.45393e-02	1.94000e+00
7.55787e+02	4.56083e-02	1.94000e+00
7.71017e+02	4.67091e-02	1.94000e+00
7.86247e+02	4.78817e-02	1.94000e+00
8.01477e+02	4.89558e-02	1.94000e+00
8.16707e+02	5.00434e-02	1.94000e+00
8.30498e+02	5.11100e-02	1.94000e+00
8.42845e+02	5.20734e-02	1.94000e+00
8.55335e+02	5.30368e-02	1.94000e+00
8.67402e+02	5.40001e-02	1.94000e+00
8.79613e+02	5.49635e-02	1.94000e+00
8.92856e+02	5.60739e-02	1.94000e+00
9.08086e+02	5.73508e-02	1.94000e+00
9.23316e+02	5.86162e-02	1.94000e+00
9.36815e+02	5.97805e-02	1.94000e+00
9.47722e+02	6.07439e-02	1.94000e+00
9.58453e+02	6.17073e-02	1.94000e+00
9.69097e+02	6.26707e-02	1.94000e+00
9.84236e+02	6.40481e-02	1.94000e+00
9.99466e+02	6.54555e-02	1.94000e+00
1.01102e+03	6.65243e-02	1.94000e+00
1.02139e+03	6.74877e-02	1.94000e+00
1.03149e+03	6.84511e-02	1.94000e+00
1.04516e+03	6.97744e-02	1.94000e+00
1.06039e+03	7.12759e-02	1.94000e+00
1.07073e+03	7.23046e-02	1.94000e+00
1.08038e+03	7.32680e-02	1.94000e+00
1.09085e+03	7.43391e-02	1.94000e+00
1.10608e+03	7.59354e-02	1.94000e+00
1.11729e+03	7.71216e-02	1.94000e+00
1.12647e+03	7.80850e-02	1.94000e+00
1.13654e+03	7.91466e-02	1.94000e+00
1.15177e+03	8.08392e-02	1.94000e+00
1.16189e+03	8.19386e-02	1.94000e+00
1.17077e+03	8.29020e-02	1.94000e+00
1.18222e+03	8.41437e-02	1.94000e+00
1.19744e+03	8.57922e-02	1.94000e+00
1.20576e+03	8.67556e-02	1.94000e+00
1.21411e+03	8.77190e-02	1.94000e+00
1.22791e+03	8.93123e-02	1.94000e+00
1.23912e+03	9.06092e-02	1.94000e+00
1.24745e+03	9.15725e-02	1.94000e+00
1.25837e+03	9.28617e-02	1.94000e+00
1.27182e+03	9.44627e-02	1.94000e+00
1.27996e+03	9.54261e-02	1.94000e+00
1.28883e+03	9.64810e-02	1.94000e+00
1.30342e+03	9.83163e-02	1.94000e+00
1.31118e+03	9.92797e-02	1.94000e+00
1.31929e+03	1.00288e-01	1.94000e+00
1.33452e+03	1.02160e-01	1.94000e+00
1.34246e+03	1.03133e-01	1.94000e+00
1.35032e+03	1.04097e-01	1.94000e+00
1.36498e+03	1.05977e-01	1.94000e+00
1.37325e+03	1.06987e-01	1.94000e+00
1.38114e+03	1.07950e-01	1.94000e+00
1.39544e+03	1.09757e-01	1.94000e+00
1.40458e+03	1.10840e-01	1.94000e+00
1.41275e+03	1.11804e-01	1.94000e+00
1.42590e+03	1.13474e-01	1.94000e+00
1.43577e+03	1.14694e-01	1.94000e+00
1.44360e+03	1.15657e-01	1.94000e+00
1.45636e+03	1.17242e-01	1.94000e+00
1.46684e+03	1.18548e-01	1.94000e+00
1.47460e+03	1.19511e-01	1.94000e+00
1.48682e+03	1.21045e-01	1.94000e+00
1.49768e+03	1.22401e-01	1.94000e+00
1.50567e+03	1.23365e-01	1.94000e+00
1.51728e+03	1.24823e-01	1.94000e+00
1.52886e+03	1.26255e-01	1.94000e+00
1.53739e+03	1.27218e-01	1.94000e+00
1.54774e+03	1.28415e-01	1.94000e+00
1.56151e+03	1.30108e-01	1.94000e+00
1.56980e+03	1.31072e-01	1.94000e+00
1.57827e+03	1.32035e-01	1.94000e+00
1.59343e+03	1.33750e-01	1.94000e+00
1.60383e+03	1.34925e-01	1.94000e+00
