# Elastic modulus look-up table for elastic spheres
# deformed in a microfluidic channel.
#
# A description of the underlying theory can be found here:
#
#   Numerical Simulation of Real-Time Deformability Cytometry
#   to Extract Cell Mechanical Properties
#   M. Mokbel, D. Mokbel, A. Mietke, N. Träber, S. Girardo,
#   O. Otto, J. Guck, and S. Aland
#   ACS Biomaterials Science & Engineering 3(11) 2017
#   DOI: 10.1021/acsbiomaterials.6b00558
#
# The simulations were performed by S. Aland, D. Mokbel.
# The look-up table was assembled by S. Aland, D. Mokbel, C. Herold.
#
# - column 1: area_um
# - column 2: deform
# - column 3: emodulus
# - channel width [um]: 20
# - flow rate [ul/s]: 0.04
# - viscosity [mPa*s]: 15
# - method: numerical
# - method details: FEM, linear elastic model
#
# apparent_area_um^2 deformation elastic_modulus_kPa
4.52866e+01 1.81020e-02 1.79480e+00
5.48735e+01 1.51620e-02 2.17667e+00
4.66072e+01 1.78210e-02 1.83299e+00
3.89939e+01 2.02750e-02 1.56568e+00
3.66075e+01 2.10480e-02 1.48930e+00
3.77915e+01 2.06770e-02 1.52749e+00
6.22677e+01 1.29120e-02 2.52036e+00
4.02163e+01 1.99360e-02 1.60386e+00
3.54312e+01 2.14720e-02 1.45111e+00
6.07550e+01 1.34340e-02 2.44398e+00
5.92600e+01 1.39250e-02 2.36761e+00
5.06656e+01 1.66780e-02 1.98574e+00
3.42850e+01 2.18940e-02 1.41293e+00
5.34589e+01 1.58300e-02 2.10030e+00
5.77833e+01 1.44610e-02 2.29123e+00
4.14642e+01 1.96970e-02 1.64205e+00
4.79501e+01 1.76560e-02 1.87117e+00
5.63291e+01 1.50480e-02 2.21486e+00
4.27286e+01 1.94320e-02 1.68024e+00
4.93037e+01 1.74180e-02 1.90936e+00
5.20646e+01 1.65700e-02 2.02392e+00
6.22878e+01 1.33290e-02 2.48217e+00
4.40136e+01 1.91540e-02 1.71842e+00
5.48964e+01 1.57270e-02 2.13848e+00
6.07758e+01 1.38790e-02 2.40579e+00
5.92815e+01 1.44010e-02 2.32942e+00
5.78057e+01 1.49730e-02 2.25305e+00
4.53150e+01 1.89500e-02 1.75661e+00
5.34830e+01 1.64430e-02 2.06211e+00
4.66356e+01 1.86390e-02 1.79480e+00
5.06907e+01 1.73650e-02 1.94755e+00
5.63523e+01 1.56000e-02 2.17667e+00
6.23090e+01 1.37650e-02 2.44398e+00
6.07977e+01 1.43460e-02 2.36761e+00
4.79765e+01 1.84320e-02 1.83299e+00
6.38449e+01 1.33860e-02 2.52036e+00
3.90220e+01 2.13520e-02 1.52749e+00
4.02442e+01 2.09690e-02 1.56568e+00
5.93042e+01 1.49030e-02 2.29123e+00
5.49207e+01 1.63250e-02 2.10030e+00
5.20898e+01 1.72380e-02 1.98574e+00
3.78198e+01 2.18050e-02 1.48930e+00
4.93300e+01 1.81690e-02 1.87117e+00
3.66360e+01 2.22270e-02 1.45111e+00
4.14923e+01 2.06940e-02 1.60386e+00
5.78293e+01 1.55130e-02 2.21486e+00
3.54596e+01 2.27050e-02 1.41293e+00
4.27567e+01 2.03910e-02 1.64205e+00
6.23313e+01 1.42230e-02 2.40579e+00
4.40418e+01 2.00780e-02 1.68024e+00
3.43136e+01 2.31890e-02 1.37474e+00
5.35084e+01 1.70940e-02 2.02392e+00
5.63769e+01 1.61840e-02 2.13848e+00
6.38664e+01 1.38190e-02 2.48217e+00
6.08208e+01 1.48370e-02 2.32942e+00
